case_id,customer_id,signal_id,incident_type,received_at,priority_score_assigned,matched_responder_profession,response_time_minutes,outcome,escalation_required
CASE-0012375,CUST-001436,SIG-0001436,flood,2025-12-16T05:23:00-06:00,95,firefighter,8,unable_to_reach_first_attempt,true
CASE-0012376,CUST-002786,SIG-0002786,power_outage,2025-12-21T14:05:00-06:00,75,utility_technician,173,transported_to_hospital,true
CASE-0012377,CUST-002908,SIG-0002908,wildfire_smoke,2025-02-16T22:02:00-06:00,94,paramedic,6,transported_to_hospital,true
CASE-0012378,CUST-004720,SIG-0004720,wildfire_smoke,2025-04-26T14:33:00-06:00,94,nurse,155,transported_to_shelter,true
CASE-0012379,CUST-002904,SIG-0002904,flood,2025-05-07T01:54:00-06:00,64,firefighter,22,transported_to_shelter,false
CASE-0012380,CUST-004852,SIG-0004852,flood,2025-12-17T13:13:00-06:00,100,search_and_rescue,63,transported_to_shelter,true
CASE-0012381,CUST-004458,SIG-0004458,tornado_damage,2025-02-23T04:49:00-06:00,100,firefighter,62,resolved_on_scene,true
CASE-0012382,CUST-002484,SIG-0002484,wildfire_smoke,2025-05-06T18:40:00-06:00,100,nurse,164,referred_to_social_services,true
CASE-0012383,CUST-003189,SIG-0003189,power_outage,2025-06-22T14:51:00-06:00,97,EMT,17,resolved_on_scene,true
CASE-0012384,CUST-001959,SIG-0001959,tornado_damage,2025-12-05T16:33:00-06:00,42,police,9,unable_to_reach_first_attempt,false
CASE-0012385,CUST-001560,SIG-0001560,flood,2025-04-23T13:50:00-06:00,87,evacuation_driver,121,resolved_on_scene,true
CASE-0012386,CUST-002456,SIG-0002456,power_outage,2025-07-15T16:05:00-06:00,79,paramedic,67,transported_to_shelter,true
CASE-0012387,CUST-003224,SIG-0003224,wildfire_smoke,2025-11-14T16:23:00-06:00,72,EMT,75,resolved_on_scene,false
CASE-0012388,CUST-004759,SIG-0004759,winter_storm,2025-05-11T19:33:00-06:00,72,EMT,5,resolved_on_scene,false
CASE-0012389,CUST-000029,SIG-0000029,power_outage,2025-04-09T16:33:00-06:00,97,nurse,149,transported_to_hospital,true
CASE-0012390,CUST-000887,SIG-0000887,tornado_damage,2025-06-09T07:51:00-06:00,100,search_and_rescue,63,referred_to_social_services,true
CASE-0012391,CUST-003265,SIG-0003265,power_outage,2025-11-07T12:25:00-06:00,75,utility_technician,154,resolved_on_scene,true
CASE-0012392,CUST-002056,SIG-0002056,tornado_damage,2025-06-18T19:46:00-06:00,93,firefighter,84,resolved_on_scene,true
CASE-0012393,CUST-004411,SIG-0004411,wildfire_smoke,2025-03-24T06:21:00-06:00,90,nurse,107,unable_to_reach_first_attempt,true
CASE-0012394,CUST-004665,SIG-0004665,chemical_spill,2025-06-18T07:30:00-06:00,100,paramedic,136,resolved_on_scene,true
CASE-0012395,CUST-000763,SIG-0000763,extreme_heat,2025-10-22T21:36:00-06:00,57,EMT,55,unable_to_reach_first_attempt,false
CASE-0012396,CUST-000687,SIG-0000687,tornado_damage,2025-07-19T17:00:00-06:00,100,evacuation_driver,12,unable_to_reach_first_attempt,true
CASE-0012397,CUST-001877,SIG-0001877,wildfire_smoke,2025-10-03T15:09:00-06:00,94,nurse,7,resolved_on_scene,true
CASE-0012398,CUST-003283,SIG-0003283,winter_storm,2025-02-12T00:58:00-06:00,100,EMT,126,resolved_on_scene,true
CASE-0012399,CUST-000246,SIG-0000246,chemical_spill,2025-08-09T13:34:00-06:00,84,paramedic,69,transported_to_hospital,true
CASE-0012400,CUST-003543,SIG-0003543,extreme_heat,2025-10-20T10:13:00-06:00,100,EMT,146,transported_to_shelter,true
CASE-0012401,CUST-003241,SIG-0003241,extreme_heat,2025-06-07T13:12:00-06:00,100,physician,136,transported_to_shelter,true
CASE-0012402,CUST-000147,SIG-0000147,chemical_spill,2025-08-15T22:17:00-06:00,100,search_and_rescue,115,transported_to_shelter,true
CASE-0012403,CUST-004526,SIG-0004526,chemical_spill,2025-04-22T22:51:00-06:00,99,paramedic,178,unable_to_reach_first_attempt,true
CASE-0012404,CUST-003446,SIG-0003446,flood,2025-05-20T22:14:00-06:00,48,nurse,131,resolved_on_scene,true
CASE-0012405,CUST-001040,SIG-0001040,tornado_damage,2025-10-16T20:20:00-06:00,100,firefighter,36,transported_to_shelter,true
CASE-0012406,CUST-004087,SIG-0004087,flood,2025-10-26T03:31:00-06:00,100,firefighter,110,unable_to_reach_first_attempt,true
CASE-0012407,CUST-002756,SIG-0002756,extreme_heat,2025-07-02T06:07:00-06:00,87,physician,42,resolved_on_scene,true
CASE-0012408,CUST-001877,SIG-0001877,wildfire_smoke,2025-07-04T21:15:00-06:00,74,paramedic,88,resolved_on_scene,false
CASE-0012409,CUST-000841,SIG-0000841,tornado_damage,2025-09-15T22:39:00-06:00,100,EMT,90,transported_to_hospital,true
CASE-0012410,CUST-003175,SIG-0003175,extreme_heat,2025-09-16T17:59:00-06:00,70,physician,168,unable_to_reach_first_attempt,true
CASE-0012411,CUST-002151,SIG-0002151,power_outage,2025-08-06T07:26:00-06:00,100,paramedic,27,referred_to_social_services,true
CASE-0012412,CUST-002792,SIG-0002792,extreme_heat,2025-06-22T21:03:00-06:00,83,paramedic,162,resolved_on_scene,true
CASE-0012413,CUST-003193,SIG-0003193,tornado_damage,2025-12-06T23:25:00-06:00,100,firefighter,159,transported_to_shelter,true
CASE-0012414,CUST-004215,SIG-0004215,flood,2025-05-22T02:54:00-06:00,79,evacuation_driver,37,resolved_on_scene,false
CASE-0012415,CUST-001410,SIG-0001410,chemical_spill,2025-02-03T00:57:00-06:00,100,firefighter,116,transported_to_hospital,true
CASE-0012416,CUST-002998,SIG-0002998,power_outage,2025-04-10T01:28:00-06:00,100,nurse,173,transported_to_shelter,true
CASE-0012417,CUST-004909,SIG-0004909,power_outage,2025-12-20T20:25:00-06:00,84,paramedic,108,resolved_on_scene,true
CASE-0012418,CUST-002508,SIG-0002508,wildfire_smoke,2025-11-12T22:49:00-06:00,100,nurse,65,resolved_on_scene,true
CASE-0012419,CUST-000138,SIG-0000138,winter_storm,2025-08-27T16:06:00-06:00,91,mental_health_crisis,68,transported_to_hospital,true
CASE-0012420,CUST-001835,SIG-0001835,tornado_damage,2025-10-16T02:20:00-06:00,65,paramedic,93,transported_to_hospital,false
CASE-0012421,CUST-004578,SIG-0004578,tornado_damage,2025-05-16T21:28:00-06:00,100,firefighter,67,unable_to_reach_first_attempt,true
CASE-0012422,CUST-002758,SIG-0002758,winter_storm,2025-09-10T14:33:00-06:00,62,social_worker,79,unable_to_reach_first_attempt,false
CASE-0012423,CUST-004818,SIG-0004818,winter_storm,2025-03-01T15:50:00-06:00,93,nurse,24,transported_to_hospital,true
CASE-0012424,CUST-004144,SIG-0004144,tornado_damage,2025-11-13T22:01:00-06:00,80,evacuation_driver,174,resolved_on_scene,true
CASE-0012425,CUST-003506,SIG-0003506,wildfire_smoke,2025-04-04T13:33:00-06:00,100,EMT,98,referred_to_social_services,true
CASE-0012426,CUST-003221,SIG-0003221,chemical_spill,2025-01-24T09:38:00-06:00,100,search_and_rescue,16,transported_to_hospital,true
CASE-0012427,CUST-003129,SIG-0003129,power_outage,2025-02-04T08:22:00-06:00,77,social_worker,87,resolved_on_scene,true
CASE-0012428,CUST-001753,SIG-0001753,winter_storm,2025-08-10T20:15:00-06:00,100,nurse,144,unable_to_reach_first_attempt,true
CASE-0012429,CUST-004488,SIG-0004488,winter_storm,2025-04-15T07:43:00-06:00,100,nurse,9,resolved_on_scene,true
CASE-0012430,CUST-001464,SIG-0001464,winter_storm,2025-05-02T22:19:00-06:00,75,EMT,143,resolved_on_scene,true
CASE-0012431,CUST-004651,SIG-0004651,winter_storm,2025-02-19T12:38:00-06:00,100,EMT,105,resolved_on_scene,true
CASE-0012432,CUST-004973,SIG-0004973,extreme_heat,2025-04-17T07:00:00-06:00,100,physician,64,transported_to_shelter,true
CASE-0012433,CUST-002084,SIG-0002084,winter_storm,2025-10-01T13:55:00-06:00,89,EMT,128,transported_to_shelter,true
CASE-0012434,CUST-001339,SIG-0001339,winter_storm,2025-07-08T14:35:00-06:00,55,EMT,159,referred_to_social_services,true
CASE-0012435,CUST-002265,SIG-0002265,wildfire_smoke,2025-05-12T21:39:00-06:00,84,paramedic,24,transported_to_shelter,true
CASE-0012436,CUST-001824,SIG-0001824,flood,2025-11-06T13:23:00-06:00,68,evacuation_driver,78,transported_to_hospital,false
CASE-0012437,CUST-004331,SIG-0004331,chemical_spill,2025-03-11T08:20:00-06:00,100,firefighter,178,transported_to_hospital,true
CASE-0012438,CUST-002032,SIG-0002032,flood,2025-10-15T13:49:00-06:00,62,evacuation_driver,44,unable_to_reach_first_attempt,false
CASE-0012439,CUST-004777,SIG-0004777,wildfire_smoke,2025-10-05T10:46:00-06:00,100,nurse,24,resolved_on_scene,true
CASE-0012440,CUST-003997,SIG-0003997,wildfire_smoke,2025-06-12T19:59:00-06:00,100,EMT,145,referred_to_social_services,true
CASE-0012441,CUST-002060,SIG-0002060,winter_storm,2025-06-14T08:46:00-06:00,92,physician,133,referred_to_social_services,true
CASE-0012442,CUST-001294,SIG-0001294,tornado_damage,2025-08-12T00:17:00-06:00,74,firefighter,90,referred_to_social_services,false
CASE-0012443,CUST-002592,SIG-0002592,chemical_spill,2025-01-22T20:09:00-06:00,100,paramedic,13,resolved_on_scene,true
CASE-0012444,CUST-004765,SIG-0004765,tornado_damage,2025-08-20T21:04:00-06:00,80,firefighter,61,transported_to_shelter,false
CASE-0012445,CUST-003233,SIG-0003233,chemical_spill,2025-07-09T04:25:00-06:00,74,search_and_rescue,120,unable_to_reach_first_attempt,true
CASE-0012446,CUST-001221,SIG-0001221,power_outage,2025-03-14T21:03:00-06:00,77,nurse,78,transported_to_hospital,false
CASE-0012447,CUST-004449,SIG-0004449,power_outage,2025-11-26T12:11:00-06:00,56,utility_technician,57,resolved_on_scene,false
CASE-0012448,CUST-000335,SIG-0000335,extreme_heat,2025-05-10T23:31:00-06:00,100,physician,85,transported_to_shelter,true
CASE-0012449,CUST-000973,SIG-0000973,power_outage,2025-07-21T22:43:00-06:00,78,nurse,160,unable_to_reach_first_attempt,true
CASE-0012450,CUST-001183,SIG-0001183,extreme_heat,2025-08-04T12:32:00-06:00,68,physician,47,resolved_on_scene,false
CASE-0012451,CUST-004541,SIG-0004541,winter_storm,2025-07-23T17:32:00-06:00,98,nurse,11,referred_to_social_services,true
CASE-0012452,CUST-002387,SIG-0002387,chemical_spill,2025-03-03T18:37:00-06:00,74,firefighter,80,transported_to_shelter,false
CASE-0012453,CUST-000224,SIG-0000224,winter_storm,2025-08-09T20:26:00-06:00,65,EMT,76,transported_to_shelter,false
CASE-0012454,CUST-003767,SIG-0003767,chemical_spill,2025-09-21T21:37:00-06:00,94,paramedic,75,transported_to_shelter,true
CASE-0012455,CUST-000562,SIG-0000562,flood,2025-11-07T08:14:00-06:00,68,search_and_rescue,14,referred_to_social_services,true
CASE-0012456,CUST-000764,SIG-0000764,extreme_heat,2025-12-06T05:43:00-06:00,82,physician,44,unable_to_reach_first_attempt,true
CASE-0012457,CUST-004187,SIG-0004187,chemical_spill,2025-07-08T01:03:00-06:00,60,firefighter,89,transported_to_shelter,true
CASE-0012458,CUST-000846,SIG-0000846,chemical_spill,2025-05-03T07:41:00-06:00,80,search_and_rescue,23,referred_to_social_services,false
CASE-0012459,CUST-004462,SIG-0004462,chemical_spill,2025-11-21T08:37:00-06:00,100,paramedic,33,transported_to_hospital,true
CASE-0012460,CUST-001563,SIG-0001563,extreme_heat,2025-05-26T03:46:00-06:00,92,physician,36,resolved_on_scene,true
CASE-0012461,CUST-002977,SIG-0002977,power_outage,2025-05-08T02:54:00-06:00,64,physician,57,transported_to_hospital,false
CASE-0012462,CUST-003119,SIG-0003119,extreme_heat,2025-02-10T02:40:00-06:00,100,nurse,82,referred_to_social_services,true
CASE-0012463,CUST-003977,SIG-0003977,chemical_spill,2025-07-27T04:30:00-06:00,62,search_and_rescue,14,transported_to_shelter,false
CASE-0012464,CUST-002103,SIG-0002103,wildfire_smoke,2025-11-19T10:58:00-06:00,97,EMT,168,resolved_on_scene,true
CASE-0012465,CUST-003162,SIG-0003162,wildfire_smoke,2025-12-27T05:15:00-06:00,73,social_worker,79,referred_to_social_services,false
CASE-0012466,CUST-002756,SIG-0002756,flood,2025-12-24T06:25:00-06:00,83,search_and_rescue,179,unable_to_reach_first_attempt,true
CASE-0012467,CUST-004222,SIG-0004222,wildfire_smoke,2025-07-12T13:36:00-06:00,76,EMT,154,referred_to_social_services,true
CASE-0012468,CUST-000508,SIG-0000508,power_outage,2025-08-19T10:08:00-06:00,90,nurse,152,unable_to_reach_first_attempt,true
CASE-0012469,CUST-003106,SIG-0003106,chemical_spill,2025-04-10T01:22:00-06:00,72,search_and_rescue,156,transported_to_hospital,true
CASE-0012470,CUST-004981,SIG-0004981,wildfire_smoke,2025-01-21T00:14:00-06:00,100,paramedic,52,unable_to_reach_first_attempt,true
CASE-0012471,CUST-004892,SIG-0004892,flood,2025-01-19T00:10:00-06:00,53,EMT,135,resolved_on_scene,false
CASE-0012472,CUST-003891,SIG-0003891,tornado_damage,2025-08-28T12:35:00-06:00,100,search_and_rescue,61,referred_to_social_services,true
CASE-0012473,CUST-000291,SIG-0000291,wildfire_smoke,2025-04-03T13:00:00-06:00,100,paramedic,136,referred_to_social_services,true
CASE-0012474,CUST-000720,SIG-0000720,tornado_damage,2025-05-21T03:15:00-06:00,100,evacuation_driver,69,referred_to_social_services,true
CASE-0012475,CUST-004871,SIG-0004871,flood,2025-03-27T06:18:00-06:00,100,evacuation_driver,67,referred_to_social_services,true
CASE-0012476,CUST-000368,SIG-0000368,power_outage,2025-07-10T04:36:00-06:00,68,physician,114,unable_to_reach_first_attempt,false
CASE-0012477,CUST-003037,SIG-0003037,winter_storm,2025-11-26T09:41:00-06:00,89,EMT,173,transported_to_hospital,true
CASE-0012478,CUST-003671,SIG-0003671,wildfire_smoke,2025-06-26T19:10:00-06:00,100,EMT,112,referred_to_social_services,true
CASE-0012479,CUST-002294,SIG-0002294,chemical_spill,2025-07-03T21:25:00-06:00,59,firefighter,156,transported_to_shelter,true
CASE-0012480,CUST-001389,SIG-0001389,wildfire_smoke,2025-12-16T17:40:00-06:00,75,nurse,161,transported_to_shelter,true
CASE-0012481,CUST-000296,SIG-0000296,power_outage,2025-11-18T00:21:00-06:00,99,nurse,51,unable_to_reach_first_attempt,true
CASE-0012482,CUST-001392,SIG-0001392,power_outage,2025-06-22T19:26:00-06:00,60,mental_health_crisis,38,referred_to_social_services,false
CASE-0012483,CUST-004364,SIG-0004364,tornado_damage,2025-09-17T09:04:00-06:00,90,search_and_rescue,156,transported_to_hospital,true
CASE-0012484,CUST-002125,SIG-0002125,winter_storm,2025-06-03T02:06:00-06:00,73,EMT,128,transported_to_hospital,true
CASE-0012485,CUST-004434,SIG-0004434,power_outage,2025-11-14T02:43:00-06:00,48,mental_health_crisis,125,transported_to_hospital,false
CASE-0012486,CUST-001290,SIG-0001290,extreme_heat,2025-04-24T05:44:00-06:00,84,physician,6,resolved_on_scene,true
CASE-0012487,CUST-002461,SIG-0002461,chemical_spill,2025-06-19T06:34:00-06:00,88,search_and_rescue,110,transported_to_shelter,true
CASE-0012488,CUST-003887,SIG-0003887,tornado_damage,2025-02-20T18:55:00-06:00,90,mental_health_crisis,78,transported_to_shelter,true
CASE-0012489,CUST-003185,SIG-0003185,power_outage,2025-03-05T18:14:00-06:00,75,paramedic,49,referred_to_social_services,false
CASE-0012490,CUST-003597,SIG-0003597,wildfire_smoke,2025-11-22T02:38:00-06:00,100,nurse,36,resolved_on_scene,true
CASE-0012491,CUST-004351,SIG-0004351,winter_storm,2025-04-19T03:40:00-06:00,84,mental_health_crisis,25,referred_to_social_services,true
CASE-0012492,CUST-003816,SIG-0003816,wildfire_smoke,2025-03-08T04:58:00-06:00,100,nurse,161,transported_to_shelter,true
CASE-0012493,CUST-003186,SIG-0003186,flood,2025-06-05T17:15:00-06:00,100,evacuation_driver,64,resolved_on_scene,true
CASE-0012494,CUST-004706,SIG-0004706,extreme_heat,2025-04-20T00:37:00-06:00,83,physician,5,referred_to_social_services,true
CASE-0012495,CUST-001531,SIG-0001531,power_outage,2025-04-22T07:59:00-06:00,73,paramedic,46,transported_to_shelter,false
CASE-0012496,CUST-003330,SIG-0003330,chemical_spill,2025-06-15T15:33:00-06:00,70,paramedic,85,referred_to_social_services,false
CASE-0012497,CUST-003774,SIG-0003774,winter_storm,2025-07-25T05:17:00-06:00,83,mental_health_crisis,41,referred_to_social_services,true
CASE-0012498,CUST-000474,SIG-0000474,wildfire_smoke,2025-08-14T05:55:00-06:00,100,paramedic,63,resolved_on_scene,true
CASE-0012499,CUST-001021,SIG-0001021,wildfire_smoke,2025-03-04T21:50:00-06:00,100,nurse,119,transported_to_shelter,true
CASE-0012500,CUST-003060,SIG-0003060,extreme_heat,2025-10-23T09:56:00-06:00,83,EMT,56,transported_to_hospital,true
CASE-0012501,CUST-000964,SIG-0000964,power_outage,2025-10-09T09:09:00-06:00,65,paramedic,89,unable_to_reach_first_attempt,false
CASE-0012502,CUST-000347,SIG-0000347,wildfire_smoke,2025-01-10T07:39:00-06:00,85,EMT,106,referred_to_social_services,true
CASE-0012503,CUST-002132,SIG-0002132,winter_storm,2025-11-27T09:54:00-06:00,64,EMT,75,resolved_on_scene,false
CASE-0012504,CUST-003255,SIG-0003255,power_outage,2025-05-17T14:15:00-06:00,67,EMT,97,resolved_on_scene,false
CASE-0012505,CUST-002774,SIG-0002774,wildfire_smoke,2025-08-23T02:06:00-06:00,99,nurse,122,transported_to_hospital,true
CASE-0012506,CUST-004424,SIG-0004424,winter_storm,2025-10-25T18:31:00-06:00,76,social_worker,154,transported_to_shelter,true
CASE-0012507,CUST-000021,SIG-0000021,extreme_heat,2025-02-08T19:43:00-06:00,66,EMT,101,transported_to_shelter,true
CASE-0012508,CUST-004901,SIG-0004901,power_outage,2025-08-20T15:39:00-06:00,86,utility_technician,119,resolved_on_scene,true
CASE-0012509,CUST-003334,SIG-0003334,extreme_heat,2025-04-17T00:01:00-06:00,70,social_worker,4,transported_to_shelter,false
CASE-0012510,CUST-001810,SIG-0001810,extreme_heat,2025-08-19T19:54:00-06:00,56,nurse,173,transported_to_shelter,false
CASE-0012511,CUST-004077,SIG-0004077,tornado_damage,2025-05-16T13:57:00-06:00,100,physician,157,resolved_on_scene,true
CASE-0012512,CUST-003032,SIG-0003032,extreme_heat,2025-09-07T10:17:00-06:00,49,paramedic,34,unable_to_reach_first_attempt,false
CASE-0012513,CUST-004433,SIG-0004433,winter_storm,2025-08-19T15:34:00-06:00,94,paramedic,20,resolved_on_scene,true
CASE-0012514,CUST-004876,SIG-0004876,extreme_heat,2025-08-08T15:02:00-06:00,89,paramedic,54,transported_to_hospital,true
CASE-0012515,CUST-000426,SIG-0000426,winter_storm,2025-04-24T16:05:00-06:00,85,EMT,141,unable_to_reach_first_attempt,true
CASE-0012516,CUST-004962,SIG-0004962,chemical_spill,2025-02-10T20:35:00-06:00,62,search_and_rescue,100,unable_to_reach_first_attempt,false
CASE-0012517,CUST-004437,SIG-0004437,flood,2025-04-09T09:05:00-06:00,54,search_and_rescue,59,transported_to_hospital,false
CASE-0012518,CUST-000279,SIG-0000279,flood,2025-05-11T18:36:00-06:00,75,search_and_rescue,125,transported_to_hospital,true
CASE-0012519,CUST-004117,SIG-0004117,tornado_damage,2025-06-23T04:36:00-06:00,90,EMT,167,transported_to_shelter,true
CASE-0012520,CUST-002434,SIG-0002434,extreme_heat,2025-12-03T04:29:00-06:00,88,physician,145,resolved_on_scene,true
CASE-0012521,CUST-000748,SIG-0000748,flood,2025-06-19T03:45:00-06:00,100,search_and_rescue,145,unable_to_reach_first_attempt,true
CASE-0012522,CUST-003859,SIG-0003859,wildfire_smoke,2025-10-18T10:13:00-06:00,77,EMT,11,unable_to_reach_first_attempt,false
CASE-0012523,CUST-002775,SIG-0002775,wildfire_smoke,2025-09-10T16:21:00-06:00,100,EMT,19,resolved_on_scene,true
CASE-0012524,CUST-002912,SIG-0002912,flood,2025-09-03T14:55:00-06:00,75,social_worker,80,transported_to_shelter,false
CASE-0012525,CUST-003225,SIG-0003225,extreme_heat,2025-04-27T18:17:00-06:00,99,EMT,102,unable_to_reach_first_attempt,true
CASE-0012526,CUST-002760,SIG-0002760,wildfire_smoke,2025-03-11T18:20:00-06:00,79,nurse,8,transported_to_shelter,false
CASE-0012527,CUST-004766,SIG-0004766,flood,2025-08-01T10:16:00-06:00,80,search_and_rescue,57,transported_to_hospital,false
CASE-0012528,CUST-001502,SIG-0001502,chemical_spill,2025-10-12T21:31:00-06:00,68,firefighter,74,transported_to_shelter,false
CASE-0012529,CUST-002236,SIG-0002236,wildfire_smoke,2025-10-02T17:56:00-06:00,89,nurse,178,referred_to_social_services,true
CASE-0012530,CUST-004397,SIG-0004397,power_outage,2025-06-04T04:26:00-06:00,100,paramedic,41,transported_to_shelter,true
CASE-0012531,CUST-001178,SIG-0001178,extreme_heat,2025-06-22T10:32:00-06:00,81,paramedic,84,transported_to_shelter,false
CASE-0012532,CUST-001243,SIG-0001243,extreme_heat,2025-09-25T21:30:00-06:00,86,physician,83,referred_to_social_services,true
CASE-0012533,CUST-001268,SIG-0001268,power_outage,2025-02-11T01:52:00-06:00,100,utility_technician,161,resolved_on_scene,true
CASE-0012534,CUST-003123,SIG-0003123,winter_storm,2025-06-13T10:02:00-06:00,100,EMT,125,transported_to_shelter,true
CASE-0012535,CUST-002171,SIG-0002171,extreme_heat,2025-10-03T04:26:00-06:00,89,physician,119,resolved_on_scene,true
CASE-0012536,CUST-000736,SIG-0000736,chemical_spill,2025-06-06T03:04:00-06:00,93,paramedic,173,resolved_on_scene,true
